ATCF,Name,RecordNum,MaxWind,MinPressure,NextWind,NextWindHigher,Elevation,DeepOcean,Speed,Size34,Size50,Size64,WindInc,PressureInc,Size34Inc,Size50Inc,Size64Inc,ElevationInc,SpeedInc
AL202011,UNNAMED,1556,35,1005,35,0,-5040,1,0,60,0,0,-5,1,0,0,0,71,0
AL202011,UNNAMED,1557,35,1005,40,1,-5102,1,0,60,0,0,0,0,0,0,0,-62,0
AL202011,UNNAMED,1558,40,1002,40,0,-5049,1,3,60,0,0,5,-3,0,0,0,53,3
AL202011,UNNAMED,1559,40,1002,35,0,-5074,1,7,60,0,0,0,0,0,0,0,-25,4
AL202011,UNNAMED,1560,35,1003,30,0,-5100,1,12,60,0,0,-5,1,0,0,0,-26,5
AL202011,UNNAMED,1561,30,1004,30,0,-5040,1,13,0,0,0,-5,1,-60,0,0,60,1
AL202011,UNNAMED,1562,30,1004,30,0,-4922,1,11,0,0,0,0,0,0,0,0,118,-2
AL202011,UNNAMED,1563,30,1004,30,0,-4753,1,11,0,0,0,0,0,0,0,0,169,0
AL202011,UNNAMED,1564,30,1004,0,0,-4586,1,11,0,0,0,0,0,0,0,0,167,0
AL132011,LEE,1565,30,1007,30,0,-1924,1,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,1566,30,1006,35,1,-2338,1,2,0,0,0,0,-1,0,0,0,-414,2
AL132011,LEE,1567,35,1005,40,1,-2267,1,2,150,0,0,5,-1,150,0,0,71,0
AL132011,LEE,1568,40,1003,40,0,-977,1,2,175,0,0,5,-2,25,0,0,1290,0
AL132011,LEE,1569,40,1001,45,1,-172,1,5,265,0,0,0,-2,90,0,0,805,3
AL132011,LEE,1570,45,997,50,1,-48,1,5,265,0,0,5,-4,0,0,0,124,0
AL132011,LEE,1571,50,993,45,0,-18,0,5,280,120,0,5,-4,15,120,0,30,0
AL132011,LEE,1572,45,989,40,0,-4,0,2,320,0,0,-5,-4,40,-120,0,14,-3
AL132011,LEE,1573,40,988,40,0,-11,0,3,355,0,0,-5,-1,35,0,0,-7,1
AL132011,LEE,1574,40,986,40,0,-8,0,0,355,0,0,0,-2,0,0,0,3,-3
AL132011,LEE,1575,40,986,40,0,-2,0,5,355,0,0,0,0,0,0,0,6,5
AL132011,LEE,1576,40,986,35,0,0,0,5,355,0,0,0,0,0,0,0,2,0
AL132011,LEE,1577,35,986,35,0,-4,0,5,330,0,0,-5,0,-25,0,0,-4,0
AL132011,LEE,1578,35,988,35,0,2,0,6,250,0,0,0,2,-80,0,0,6,1
AL132011,LEE,1579,35,990,35,0,3,0,1,250,0,0,0,2,0,0,0,1,-5
AL132011,LEE,1580,35,993,40,1,3,0,1,250,0,0,0,3,0,0,0,0,0
AL132011,LEE,1581,40,995,40,0,41,0,11,250,0,0,5,2,0,0,0,38,10
AL132011,LEE,1582,40,995,30,0,64,0,17,250,0,0,0,0,0,0,0,23,6
AL132011,LEE,1583,30,995,20,0,154,0,18,0,0,0,-10,0,-250,0,0,90,1
AL132011,LEE,1584,20,997,15,0,348,0,12,0,0,0,-10,2,0,0,0,194,-6
AL132011,LEE,1585,15,1000,15,0,235,0,8,0,0,0,-5,3,0,0,0,-113,-4
AL132011,LEE,1586,15,1004,0,1,262,0,7,0,0,0,0,4,0,0,0,27,-1
AL142011,MARIA,1587,30,1008,35,1,-5073,1,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,1588,35,1007,40,1,-5625,1,16,60,0,0,5,-1,60,0,0,-552,16
AL142011,MARIA,1589,40,1006,45,1,-4909,1,16,60,0,0,5,-1,0,0,0,716,0
AL142011,MARIA,1590,45,1004,45,0,-4751,1,19,75,0,0,5,-2,15,0,0,158,3
AL142011,MARIA,1591,45,1004,45,0,-3375,1,19,90,0,0,0,0,15,0,0,1376,0
AL142011,MARIA,1592,45,1003,45,0,-3197,1,21,100,0,0,0,-1,10,0,0,178,2
AL142011,MARIA,1593,45,1002,40,0,-4648,1,24,150,0,0,0,-1,50,0,0,-1451,3
AL142011,MARIA,1594,40,1004,40,0,-4604,1,23,150,0,0,-5,2,0,0,0,44,-1
AL142011,MARIA,1595,40,1004,40,0,-5244,1,19,135,0,0,0,0,-15,0,0,-640,-4
AL142011,MARIA,1596,40,1004,40,0,-5281,1,15,135,0,0,0,0,0,0,0,-37,-4
AL142011,MARIA,1597,40,1003,45,1,-5356,1,15,135,0,0,0,-1,0,0,0,-75,0
AL142011,MARIA,1598,45,1003,45,0,-5181,1,14,135,0,0,5,0,0,0,0,175,-1
AL142011,MARIA,1599,45,1004,45,0,-5061,1,13,160,0,0,0,1,25,0,0,120,-1
AL142011,MARIA,1600,45,1004,45,0,-3822,1,11,235,0,0,0,0,75,0,0,1239,-2
AL142011,MARIA,1601,45,1005,45,0,-4422,1,11,190,0,0,0,1,-45,0,0,-600,0
AL142011,MARIA,1602,45,1005,45,0,-2311,1,13,150,0,0,0,0,-40,0,0,2111,2
AL142011,MARIA,1603,45,1005,45,0,-327,1,12,150,0,0,0,0,0,0,0,1984,-1
AL142011,MARIA,1604,45,1005,50,1,-82,1,8,180,0,0,0,0,30,0,0,245,-4
AL142011,MARIA,1605,50,1004,50,0,-2123,1,7,180,90,0,5,-1,0,90,0,-2041,-1
AL142011,MARIA,1606,50,1004,50,0,-3713,1,7,180,90,0,0,0,0,0,0,-1590,0
AL142011,MARIA,1607,50,1005,50,0,-7113,1,7,190,100,0,0,1,10,10,0,-3400,0
AL142011,MARIA,1608,50,1005,50,0,-7199,1,6,190,100,0,0,0,0,0,0,-86,-1
AL142011,MARIA,1609,50,1005,50,0,-5806,1,8,190,100,0,0,0,0,0,0,1393,2
AL142011,MARIA,1610,50,1006,50,0,-5372,1,7,180,100,0,0,1,-10,0,0,434,-1
AL142011,MARIA,1611,50,1006,45,0,-5254,1,2,240,100,0,0,0,60,0,0,118,-5
AL142011,MARIA,1612,45,1006,45,0,-5229,1,2,240,0,0,-5,0,0,-100,0,25,0
AL142011,MARIA,1613,45,1006,45,0,-5149,1,3,180,0,0,0,0,-60,0,0,80,1
AL142011,MARIA,1614,45,1006,45,0,-5237,1,4,180,0,0,0,0,0,0,0,-88,1
AL142011,MARIA,1615,45,1005,45,0,-5286,1,6,150,0,0,0,-1,-30,0,0,-49,2
AL142011,MARIA,1616,45,1004,50,1,-5338,1,9,210,0,0,0,-1,60,0,0,-52,3
AL142011,MARIA,1617,50,1001,50,0,-5450,1,9,210,60,0,5,-3,0,60,0,-112,0
AL142011,MARIA,1618,50,1001,55,1,-5617,1,8,210,60,0,0,0,0,0,0,-167,-1
AL142011,MARIA,1619,55,1000,60,1,-5560,1,10,150,60,0,5,-1,-60,0,0,57,2
AL142011,MARIA,1620,60,999,60,0,-5337,1,14,180,100,0,5,-1,30,40,0,223,4
AL142011,MARIA,1621,60,995,60,0,-5255,1,16,180,100,0,0,-4,0,0,0,82,2
AL142011,MARIA,1622,60,991,65,1,-5143,1,21,180,100,0,0,-4,0,0,0,112,5
AL142011,MARIA,1623,65,987,70,1,-5193,1,28,240,100,40,5,-4,60,0,40,-50,7
AL142011,MARIA,1624,70,984,70,0,-4964,1,35,240,130,40,5,-3,0,30,0,229,7
AL142011,MARIA,1625,70,983,65,0,-5044,1,36,240,130,40,0,-1,0,0,0,-80,1
AL142011,MARIA,1626,65,983,60,0,-4200,1,42,300,100,60,-5,0,60,-30,20,844,6
AL142011,MARIA,1627,60,983,60,0,-90,1,48,360,150,0,-5,0,60,50,-60,4110,6
AL142011,MARIA,1628,60,983,0,0,138,0,48,360,150,0,0,0,0,0,0,228,0
AL152011,NATE,1629,30,1006,30,0,-1894,1,0,0,0,0,0,0,0,0,0,0,0
AL152011,NATE,1630,30,1006,30,0,-1206,1,1,0,0,0,0,0,0,0,0,688,1
AL152011,NATE,1631,30,1005,35,1,-1448,1,3,0,0,0,0,-1,0,0,0,-242,2
AL152011,NATE,1632,35,1005,40,1,-1550,1,3,75,0,0,5,0,75,0,0,-102,0
AL152011,NATE,1633,40,1004,45,1,-1928,1,2,90,0,0,5,-1,15,0,0,-378,-1
AL152011,NATE,1634,45,1003,50,1,-1824,1,1,150,0,0,5,-1,60,0,0,104,-1
AL152011,NATE,1635,50,1000,55,1,-1454,1,1,165,40,0,5,-3,15,40,0,370,0
AL152011,NATE,1636,55,997,65,1,-568,1,2,165,75,0,5,-3,0,35,0,886,1
AL152011,NATE,1637,65,995,65,0,-105,1,1,195,90,40,10,-2,30,15,40,463,-1
AL152011,NATE,1638,65,994,55,0,-86,1,1,195,90,40,0,-1,0,0,0,19,0
AL152011,NATE,1639,55,998,50,0,-114,1,2,165,60,0,-10,4,-30,-30,-40,-28,1
AL152011,NATE,1640,50,999,45,0,-1154,1,2,165,60,0,-5,1,0,0,0,-1040,0
AL152011,NATE,1641,45,999,45,0,-1078,1,2,150,0,0,-5,0,-15,-60,0,76,0
AL152011,NATE,1642,45,1000,45,0,-1176,1,2,150,0,0,0,1,0,0,0,-98,0
AL152011,NATE,1643,45,1000,50,1,-1130,1,3,150,0,0,0,0,0,0,0,46,1
AL152011,NATE,1644,50,1000,55,1,-1499,1,3,150,100,0,5,0,0,100,0,-369,0
AL152011,NATE,1645,55,1000,55,0,-1355,1,3,165,100,0,5,0,15,0,0,144,0
AL152011,NATE,1646,55,1000,50,0,-2798,1,4,165,100,0,0,0,0,0,0,-1443,1
AL152011,NATE,1647,50,1003,40,0,-2576,1,6,135,80,0,-5,3,-30,-20,0,222,2
AL152011,NATE,1648,40,1005,40,0,-533,1,9,90,0,0,-10,2,-45,-80,0,2043,3
AL152011,NATE,1649,40,1006,35,0,-1,0,8,90,0,0,0,1,0,0,0,532,-1
AL152011,NATE,1650,35,1009,25,0,177,0,5,45,0,0,-5,3,-45,0,0,178,-3
AL152011,NATE,1651,25,1012,0,0,439,0,5,0,0,0,-10,3,-45,0,0,262,0
AL162011,OPHELIA,1652,25,1008,25,0,-4679,1,0,0,0,0,0,0,0,0,0,0,0
AL162011,OPHELIA,1653,25,1007,30,1,-5477,1,7,0,0,0,0,-1,0,0,0,-798,7
AL162011,OPHELIA,1654,30,1007,40,1,-5055,1,9,0,0,0,5,0,0,0,0,422,2
AL162011,OPHELIA,1655,40,1005,45,1,-4646,1,11,150,0,0,10,-2,150,0,0,409,2
AL162011,OPHELIA,1656,45,1004,50,1,-4776,1,13,240,0,0,5,-1,90,0,0,-130,2
AL162011,OPHELIA,1657,50,999,50,0,-4379,1,14,300,120,0,5,-5,60,120,0,397,1
AL162011,OPHELIA,1658,50,999,50,0,-3957,1,14,300,120,0,0,0,0,0,0,422,0
AL162011,OPHELIA,1659,50,998,55,1,-3057,1,10,300,120,0,0,-1,0,0,0,900,-4
AL162011,OPHELIA,1660,55,993,55,0,-3902,1,10,300,120,0,5,-5,0,0,0,-845,0
AL162011,OPHELIA,1661,55,993,50,0,-4303,1,9,300,120,0,0,0,0,0,0,-401,-1
AL162011,OPHELIA,1662,50,997,45,0,-4618,1,9,300,120,0,-5,4,0,0,0,-315,0
AL162011,OPHELIA,1663,45,1000,40,0,-4149,1,10,280,0,0,-5,3,-20,-120,0,469,1
AL162011,OPHELIA,1664,40,1003,45,1,-4475,1,11,240,0,0,-5,3,-40,0,0,-326,1
AL162011,OPHELIA,1665,45,1003,50,1,-4751,1,12,220,0,0,5,0,-20,0,0,-276,1
AL162011,OPHELIA,1666,50,1001,45,0,-5440,1,12,220,60,0,5,-2,0,60,0,-689,0
AL162011,OPHELIA,1667,45,1004,45,0,-5484,1,12,220,0,0,-5,3,0,-60,0,-44,0
AL162011,OPHELIA,1668,45,1005,45,0,-5360,1,10,220,0,0,0,1,0,0,0,124,-2
AL162011,OPHELIA,1669,45,1005,40,0,-5253,1,12,220,0,0,0,0,0,0,0,107,2
AL162011,OPHELIA,1670,40,1007,40,0,-5350,1,11,220,0,0,-5,2,0,0,0,-97,-1
AL162011,OPHELIA,1671,40,1008,35,0,-5625,1,10,220,0,0,0,1,0,0,0,-275,-1
AL162011,OPHELIA,1672,35,1008,30,0,-5708,1,9,200,0,0,-5,0,-20,0,0,-83,-1
AL162011,OPHELIA,1673,30,1010,30,0,-5877,1,7,0,0,0,-5,2,-200,0,0,-169,-2
AL162011,OPHELIA,1674,30,1012,25,0,-6684,1,6,0,0,0,0,2,0,0,0,-807,-1
AL162011,OPHELIA,1675,25,1012,25,0,-6112,1,3,0,0,0,-5,0,0,0,0,572,-3
AL162011,OPHELIA,1676,25,1012,25,0,-6074,1,2,0,0,0,0,0,0,0,0,38,-1
AL162011,OPHELIA,1677,25,1012,25,0,-5789,1,3,0,0,0,0,0,0,0,0,285,1
AL162011,OPHELIA,1678,25,1012,25,0,-6273,1,3,0,0,0,0,0,0,0,0,-484,0
AL162011,OPHELIA,1679,25,1012,25,0,-6392,1,3,0,0,0,0,0,0,0,0,-119,0
AL162011,OPHELIA,1680,25,1012,25,0,-6135,1,3,0,0,0,0,0,0,0,0,257,0
AL162011,OPHELIA,1681,25,1010,25,0,-5862,1,2,0,0,0,0,-2,0,0,0,273,-1
AL162011,OPHELIA,1682,25,1009,30,1,-5824,1,2,0,0,0,0,-1,0,0,0,38,0
AL162011,OPHELIA,1683,30,1009,40,1,-5267,1,1,0,0,0,5,0,0,0,0,557,-1
AL162011,OPHELIA,1684,40,1005,40,0,-5339,1,1,60,0,0,10,-4,60,0,0,-72,0
AL162011,OPHELIA,1685,40,1001,45,1,-5877,1,2,105,0,0,0,-4,45,0,0,-538,1
AL162011,OPHELIA,1686,45,1001,50,1,-5963,1,4,120,0,0,5,0,15,0,0,-86,2
AL162011,OPHELIA,1687,50,995,55,1,-5902,1,5,150,50,0,5,-6,30,50,0,61,1
AL162011,OPHELIA,1688,55,995,55,0,-4953,1,6,150,50,0,5,0,0,0,0,949,1
AL162011,OPHELIA,1689,55,991,65,1,-5547,1,7,150,50,0,0,-4,0,0,0,-594,1
AL162011,OPHELIA,1690,65,987,70,1,-5599,1,9,180,60,25,10,-4,30,10,25,-52,2
AL162011,OPHELIA,1691,70,982,85,1,-5078,1,7,210,80,40,5,-5,30,20,15,521,-2
AL162011,OPHELIA,1692,85,971,95,1,-5813,1,8,240,100,45,15,-11,30,20,5,-735,1
AL162011,OPHELIA,1693,95,966,100,1,-5881,1,10,240,100,45,10,-5,0,0,0,-68,2
AL162011,OPHELIA,1694,100,959,105,1,-5823,1,12,240,100,45,5,-7,0,0,0,58,2
AL162011,OPHELIA,1695,105,955,105,0,-5537,1,12,270,100,50,5,-4,30,0,5,286,0
AL162011,OPHELIA,1696,105,951,105,0,-5491,1,13,270,100,50,0,-4,0,0,0,46,1
AL162011,OPHELIA,1697,105,948,110,1,-5461,1,15,270,100,50,0,-3,0,0,0,30,2
AL162011,OPHELIA,1698,110,946,120,1,-4868,1,18,270,100,50,5,-2,0,0,0,593,3
AL162011,OPHELIA,1699,120,940,110,0,-4578,1,21,270,100,50,10,-6,0,0,0,290,3
AL162011,OPHELIA,1700,110,945,105,0,-4760,1,22,270,100,50,-10,5,0,0,0,-182,1
AL162011,OPHELIA,1701,105,951,90,0,-5065,1,24,270,100,50,-5,6,0,0,0,-305,2
AL162011,OPHELIA,1702,90,960,70,0,-5035,1,27,290,120,60,-15,9,20,20,10,30,3
AL162011,OPHELIA,1703,70,972,60,0,-3567,1,28,290,110,60,-20,12,0,-10,0,1468,1
AL162011,OPHELIA,1704,60,980,60,0,-463,1,29,300,100,0,-10,8,10,-10,-60,3104,1
AL162011,OPHELIA,1705,60,990,50,0,38,0,32,300,100,0,0,10,0,0,0,501,3
AL162011,OPHELIA,1706,50,994,45,0,-40,1,32,310,100,0,-10,4,10,0,0,-78,0
AL162011,OPHELIA,1707,45,994,40,0,-1724,1,35,325,0,0,-5,0,15,-100,0,-1684,3
AL162011,OPHELIA,1708,40,994,40,0,-4228,1,37,250,0,0,-5,0,-75,0,0,-2504,2
AL162011,OPHELIA,1709,40,996,40,0,-3663,1,37,250,0,0,0,2,0,0,0,565,0
AL162011,OPHELIA,1710,40,996,0,0,-3476,1,37,250,0,0,0,0,0,0,0,187,0
AL172011,PHILIPPE,1711,20,1010,20,0,-3738,1,0,0,0,0,0,0,0,0,0,0,0
AL172011,PHILIPPE,1712,20,1010,25,1,-4666,1,16,0,0,0,0,0,0,0,0,-928,16
AL172011,PHILIPPE,1713,25,1010,25,0,-3802,1,15,0,0,0,5,0,0,0,0,864,-1
AL172011,PHILIPPE,1714,25,1009,30,1,-4740,1,14,0,0,0,0,-1,0,0,0,-938,-1
AL172011,PHILIPPE,1715,30,1008,30,0,-5236,1,15,0,0,0,5,-1,0,0,0,-496,1
AL172011,PHILIPPE,1716,30,1007,35,1,-5258,1,15,0,0,0,0,-1,0,0,0,-22,0
AL172011,PHILIPPE,1717,35,1006,35,0,-5500,1,13,30,0,0,5,-1,30,0,0,-242,-2
AL172011,PHILIPPE,1718,35,1006,35,0,-5528,1,11,30,0,0,0,0,0,0,0,-28,-2
AL172011,PHILIPPE,1719,35,1006,40,1,-5780,1,11,45,0,0,0,0,15,0,0,-252,0
AL172011,PHILIPPE,1720,40,1006,40,0,-5591,1,11,75,0,0,5,0,30,0,0,189,0
AL172011,PHILIPPE,1721,40,1006,45,1,-5792,1,10,75,0,0,0,0,0,0,0,-201,-1
AL172011,PHILIPPE,1722,45,1005,45,0,-5728,1,10,90,0,0,5,-1,15,0,0,64,0
AL172011,PHILIPPE,1723,45,1005,45,0,-5832,1,10,105,0,0,0,0,15,0,0,-104,0
AL172011,PHILIPPE,1724,45,1004,50,1,-6087,1,10,105,0,0,0,-1,0,0,0,-255,0
AL172011,PHILIPPE,1725,50,1003,50,0,-5792,1,7,105,40,0,5,-1,0,40,0,295,-3
AL172011,PHILIPPE,1726,50,1003,45,0,-5680,1,6,120,50,0,0,0,15,10,0,112,-1
AL172011,PHILIPPE,1727,45,1004,45,0,-5642,1,3,135,0,0,-5,1,15,-50,0,38,-3
AL172011,PHILIPPE,1728,45,1004,40,0,-5438,1,3,135,0,0,0,0,0,0,0,204,0
AL172011,PHILIPPE,1729,40,1005,35,0,-5566,1,4,120,0,0,-5,1,-15,0,0,-128,1
AL172011,PHILIPPE,1730,35,1006,30,0,-5357,1,5,90,0,0,-5,1,-30,0,0,209,1
AL172011,PHILIPPE,1731,30,1007,30,0,-4811,1,7,0,0,0,-5,1,-90,0,0,546,2
AL172011,PHILIPPE,1732,30,1007,35,1,-4892,1,7,0,0,0,0,0,0,0,0,-81,0
AL172011,PHILIPPE,1733,35,1006,40,1,-5143,1,9,105,0,0,5,-1,105,0,0,-251,2
AL172011,PHILIPPE,1734,40,1005,40,0,-5421,1,10,105,0,0,5,-1,0,0,0,-278,1
AL172011,PHILIPPE,1735,40,1005,45,1,-4901,1,11,105,0,0,0,0,0,0,0,520,1
AL172011,PHILIPPE,1736,45,1004,45,0,-4585,1,11,105,0,0,5,-1,0,0,0,316,0
AL172011,PHILIPPE,1737,45,1004,45,0,-4548,1,11,90,0,0,0,0,-15,0,0,37,0
AL172011,PHILIPPE,1738,45,1005,40,0,-3861,1,11,105,0,0,0,1,15,0,0,687,0
AL172011,PHILIPPE,1739,40,1007,40,0,-3980,1,11,90,0,0,-5,2,-15,0,0,-119,0
AL172011,PHILIPPE,1740,40,1007,45,1,-4021,1,11,90,0,0,0,0,0,0,0,-41,0
AL172011,PHILIPPE,1741,45,1006,45,0,-2783,1,9,105,0,0,5,-1,15,0,0,1238,-2
AL172011,PHILIPPE,1742,45,1005,50,1,-3644,1,10,105,0,0,0,-1,0,0,0,-861,1
AL172011,PHILIPPE,1743,50,1003,55,1,-4202,1,8,105,25,0,5,-2,0,25,0,-558,-2
AL172011,PHILIPPE,1744,55,999,60,1,-4116,1,7,120,25,0,5,-4,15,0,0,86,-1
AL172011,PHILIPPE,1745,60,997,60,0,-3494,1,6,135,25,0,5,-2,15,0,0,622,-1
AL172011,PHILIPPE,1746,60,995,60,0,-4726,1,8,150,25,0,0,-2,15,0,0,-1232,2
AL172011,PHILIPPE,1747,60,993,50,0,-4656,1,9,165,65,0,0,-2,15,40,0,70,1
AL172011,PHILIPPE,1748,50,998,40,0,-5285,1,10,165,65,0,-10,5,0,0,0,-629,1
AL172011,PHILIPPE,1749,40,1004,40,0,-5048,1,9,165,0,0,-10,6,0,-65,0,237,-1
AL172011,PHILIPPE,1750,40,1004,45,1,-6074,1,9,165,0,0,0,0,0,0,0,-1026,0
AL172011,PHILIPPE,1751,45,1004,50,1,-5413,1,8,165,0,0,5,0,0,0,0,661,-1
AL172011,PHILIPPE,1752,50,1001,55,1,-6057,1,9,150,40,0,5,-3,-15,40,0,-644,1
AL172011,PHILIPPE,1753,55,998,60,1,-6591,1,10,135,40,0,5,-3,-15,0,0,-534,1
AL172011,PHILIPPE,1754,60,995,65,1,-6138,1,9,135,40,0,5,-3,0,0,0,453,-1
AL172011,PHILIPPE,1755,65,992,65,0,-5703,1,10,135,50,25,5,-3,0,10,25,435,1
AL172011,PHILIPPE,1756,65,992,60,0,-5925,1,10,135,50,25,0,0,0,0,0,-222,0
AL172011,PHILIPPE,1757,60,993,60,0,-6201,1,9,120,55,0,-5,1,-15,5,-25,-276,-1
AL172011,PHILIPPE,1758,60,994,60,0,-5891,1,8,120,55,0,0,1,0,0,0,310,-1
AL172011,PHILIPPE,1759,60,994,60,0,-5951,1,6,105,55,0,0,0,-15,0,0,-60,-2
AL172011,PHILIPPE,1760,60,994,55,0,-5832,1,6,105,55,0,0,0,0,0,0,119,0
AL172011,PHILIPPE,1761,55,995,55,0,-5935,1,5,120,60,0,-5,1,15,5,0,-103,-1
AL172011,PHILIPPE,1762,55,995,60,1,-5784,1,3,120,60,0,0,0,0,0,0,151,-2
AL172011,PHILIPPE,1763,60,992,65,1,-5920,1,3,120,70,0,5,-3,0,10,0,-136,0
AL172011,PHILIPPE,1764,65,987,70,1,-5983,1,6,120,70,20,5,-5,0,0,20,-63,3
AL172011,PHILIPPE,1765,70,983,80,1,-6476,1,10,120,75,20,5,-4,0,5,0,-493,4
AL172011,PHILIPPE,1766,80,977,80,0,-5830,1,10,135,75,35,10,-6,15,0,15,646,0
AL172011,PHILIPPE,1767,80,976,80,0,-5726,1,9,150,80,45,0,-1,15,5,10,104,-1
AL172011,PHILIPPE,1768,80,976,80,0,-5619,1,10,150,80,50,0,0,0,0,5,107,1
AL172011,PHILIPPE,1769,80,977,70,0,-5914,1,10,165,80,50,0,1,15,0,0,-295,0
AL172011,PHILIPPE,1770,70,981,65,0,-5086,1,12,165,80,40,-10,4,0,0,-10,828,2
AL172011,PHILIPPE,1771,65,986,60,0,-5595,1,14,165,75,30,-5,5,0,-5,-10,-509,2
AL172011,PHILIPPE,1772,60,987,60,0,-5098,1,19,165,65,0,-5,1,0,-10,-30,497,5
AL172011,PHILIPPE,1773,60,987,50,0,-5239,1,26,165,55,0,0,0,0,-10,0,-141,7
AL172011,PHILIPPE,1774,50,987,45,0,-5167,1,30,240,45,0,-10,0,75,-10,0,72,4
AL172011,PHILIPPE,1775,45,987,0,0,-5094,1,36,330,0,0,-5,0,90,-45,0,73,6
AL182011,RINA,1776,25,1007,25,0,-2045,1,0,0,0,0,0,0,0,0,0,0,0
AL182011,RINA,1777,25,1007,25,0,-1886,1,1,0,0,0,0,0,0,0,0,159,1
AL182011,RINA,1778,25,1006,25,0,-1219,1,2,0,0,0,0,-1,0,0,0,667,1
AL182011,RINA,1779,25,1006,25,0,-863,1,2,0,0,0,0,0,0,0,0,356,0
AL182011,RINA,1780,25,1006,25,0,-1225,1,3,0,0,0,0,0,0,0,0,-362,1
AL182011,RINA,1781,25,1006,25,0,-450,1,5,0,0,0,0,0,0,0,0,775,2
AL182011,RINA,1782,25,1006,30,1,-284,1,6,0,0,0,0,0,0,0,0,166,1
AL182011,RINA,1783,30,1005,35,1,-107,1,7,0,0,0,5,-1,0,0,0,177,1
AL182011,RINA,1784,35,1004,40,1,-41,1,5,60,0,0,5,-1,60,0,0,66,-2
AL182011,RINA,1785,40,1003,50,1,-108,1,5,80,0,0,5,-1,20,0,0,-67,0
AL182011,RINA,1786,50,1001,65,1,-1174,1,5,120,35,0,10,-2,40,35,0,-1066,0
AL182011,RINA,1787,65,991,75,1,-1362,1,4,160,55,25,15,-10,40,20,25,-188,-1
AL182011,RINA,1788,75,982,90,1,-1844,1,2,160,55,25,10,-9,0,0,0,-482,-2
AL182011,RINA,1789,90,976,95,1,-2465,1,3,160,50,25,15,-6,0,-5,0,-621,1
AL182011,RINA,1790,95,972,100,1,-1829,1,2,160,50,25,5,-4,0,0,0,636,-1
AL182011,RINA,1791,100,971,100,0,-2024,1,3,175,70,40,5,-1,15,20,15,-195,1
AL182011,RINA,1792,100,966,100,0,-4730,1,3,175,85,45,0,-5,0,15,5,-2706,0
AL182011,RINA,1793,100,969,85,0,-4918,1,3,180,100,45,0,3,5,15,0,-188,0
AL182011,RINA,1794,85,973,80,0,-4709,1,4,180,100,40,-15,4,0,0,-5,209,1
AL182011,RINA,1795,80,976,80,0,-2789,1,4,160,80,30,-5,3,-20,-20,-10,1920,0
AL182011,RINA,1796,80,978,65,0,-4553,1,5,160,80,30,0,2,0,0,0,-1764,1
AL182011,RINA,1797,65,987,60,0,-3798,1,4,135,50,30,-15,9,-25,-30,0,755,-1
AL182011,RINA,1798,60,988,60,0,-2172,1,4,135,50,0,-5,1,0,0,-30,1626,0
AL182011,RINA,1799,60,991,55,0,-1516,1,5,120,40,0,0,3,-15,-10,0,656,1
AL182011,RINA,1800,55,996,50,0,-449,1,7,100,20,0,-5,5,-20,-20,0,1067,2
AL182011,RINA,1801,50,996,50,0,-9,0,8,100,20,0,-5,0,0,0,0,440,1
AL182011,RINA,1802,50,998,40,0,18,0,6,90,20,0,0,2,-10,0,0,27,-2
AL182011,RINA,1803,40,1002,25,0,4,0,5,35,0,0,-10,4,-55,-20,0,-14,-1
AL182011,RINA,1804,25,1007,20,0,-279,1,5,0,0,0,-15,5,-35,0,0,-283,0
AL182011,RINA,1805,20,1008,20,0,-1224,1,10,0,0,0,-5,1,0,0,0,-945,5
AL182011,RINA,1806,20,1008,0,1,-3287,1,10,0,0,0,0,0,0,0,0,-2063,0
AL192011,SEAN,1807,45,1005,45,0,-5452,1,0,400,0,0,0,0,0,0,0,0,0
AL192011,SEAN,1808,45,1005,45,0,-4971,1,7,400,0,0,0,0,0,0,0,481,7
AL192011,SEAN,1809,45,1005,45,0,-5277,1,3,400,0,0,0,0,0,0,0,-306,-4
AL192011,SEAN,1810,45,1005,45,0,-5336,1,4,400,0,0,0,0,0,0,0,-59,1
AL192011,SEAN,1811,45,1005,40,0,-5415,1,1,350,0,0,0,0,-50,0,0,-79,-3
AL192011,SEAN,1812,40,1005,40,0,-5280,1,2,350,0,0,-5,0,0,0,0,135,1
AL192011,SEAN,1813,40,1005,40,0,-5265,1,3,350,0,0,0,0,0,0,0,15,1
AL192011,SEAN,1814,40,1004,40,0,-5309,1,2,350,0,0,0,-1,0,0,0,-44,-1
AL192011,SEAN,1815,40,1002,40,0,-5458,1,2,350,0,0,0,-2,0,0,0,-149,0
AL192011,SEAN,1816,40,1001,45,1,-5463,1,2,450,0,0,0,-1,100,0,0,-5,0
AL192011,SEAN,1817,45,1000,45,0,-5449,1,2,450,0,0,5,-1,0,0,0,14,0
AL192011,SEAN,1818,45,999,45,0,-5449,1,0,350,0,0,0,-1,-100,0,0,0,-2
AL192011,SEAN,1819,45,999,50,1,-5450,1,0,360,0,0,0,0,10,0,0,-1,0
AL192011,SEAN,1820,50,996,55,1,-5458,1,0,370,60,0,5,-3,10,60,0,-8,0
AL192011,SEAN,1821,55,994,55,0,-5446,1,2,370,60,0,5,-2,0,0,0,12,2
AL192011,SEAN,1822,55,991,55,0,-5481,1,4,370,100,0,0,-3,0,40,0,-35,2
