ATCF,Name,RecordNum,MaxWind,MinPressure,NextWind,NextWindHigher,Elevation,DeepOcean,Speed,Size34,Size50,Size64,WindInc,PressureInc,Size34Inc,Size50Inc,Size64Inc,ElevationInc,SpeedInc
AL012011,ARLENE,1285,50,996,55,1,-2237,1,5,200,130,0,0,-2,10,30,0,384,3
AL012011,ARLENE,1286,55,994,55,0,-563,1,8,200,50,0,5,-2,0,-80,0,1674,3
AL012011,ARLENE,1287,55,993,55,0,-43,1,2,200,50,0,0,-1,0,0,0,520,-6
AL012011,ARLENE,1288,55,993,45,0,4,0,5,200,50,0,0,0,0,0,0,47,3
AL012011,ARLENE,1289,45,998,30,0,88,0,7,130,0,0,-10,5,-70,-50,0,84,2
AL012011,ARLENE,1290,30,1002,0,0,712,0,6,0,0,0,-15,4,-130,0,0,624,-1
AL022011,BRET,1291,20,1014,20,0,-530,1,0,0,0,0,0,0,0,0,0,0,0
AL022011,BRET,1292,20,1014,20,0,-799,1,4,0,0,0,0,0,0,0,0,-269,4
AL022011,BRET,1293,20,1014,20,0,-800,1,5,0,0,0,0,0,0,0,0,-1,1
AL022011,BRET,1294,20,1014,20,0,-823,1,5,0,0,0,0,0,0,0,0,-23,0
AL022011,BRET,1295,20,1014,25,1,-905,1,5,0,0,0,0,0,0,0,0,-82,0
AL022011,BRET,1296,25,1013,30,1,-1012,1,5,0,0,0,5,-1,0,0,0,-107,0
AL022011,BRET,1297,30,1011,35,1,-1051,1,5,0,0,0,5,-2,0,0,0,-39,0
AL022011,BRET,1298,35,1008,40,1,-1084,1,3,60,0,0,5,-3,60,0,0,-33,-2
AL022011,BRET,1299,40,1001,45,1,-5,0,4,70,0,0,5,-7,10,0,0,1079,1
AL022011,BRET,1300,45,999,60,1,-1408,1,5,80,0,0,5,-2,10,0,0,-1403,1
AL022011,BRET,1301,60,995,60,0,-1196,1,5,90,40,0,15,-4,10,40,0,212,0
AL022011,BRET,1302,60,996,50,0,-1211,1,6,90,40,0,0,1,0,0,0,-15,1
AL022011,BRET,1303,50,999,45,0,-5017,1,6,80,20,0,-10,3,-10,-20,0,-3806,0
AL022011,BRET,1304,45,999,45,0,-4967,1,6,80,0,0,-5,0,0,-20,0,50,0
AL022011,BRET,1305,45,999,45,0,-4858,1,6,85,0,0,0,0,5,0,0,109,0
AL022011,BRET,1306,45,1000,45,0,-4001,1,6,100,0,0,0,1,15,0,0,857,0
AL022011,BRET,1307,45,1001,45,0,-3572,1,6,105,0,0,0,1,5,0,0,429,0
AL022011,BRET,1308,45,1002,45,0,-5018,1,7,105,0,0,0,1,0,0,0,-1446,1
AL022011,BRET,1309,45,1005,45,0,-5207,1,7,105,0,0,0,3,0,0,0,-189,0
AL022011,BRET,1310,45,1005,40,0,-5322,1,7,105,0,0,0,0,0,0,0,-115,0
AL022011,BRET,1311,40,1005,35,0,-5330,1,8,100,0,0,-5,0,-5,0,0,-8,1
AL022011,BRET,1312,35,1006,35,0,-5378,1,8,90,0,0,-5,1,-10,0,0,-48,0
AL022011,BRET,1313,35,1007,30,0,-5369,1,10,80,0,0,0,1,-10,0,0,9,2
AL022011,BRET,1314,30,1008,30,0,-5164,1,14,0,0,0,-5,1,-80,0,0,205,4
AL022011,BRET,1315,30,1008,30,0,-4969,1,16,0,0,0,0,0,0,0,0,195,2
AL022011,BRET,1316,30,1009,30,0,-4989,1,20,0,0,0,0,1,0,0,0,-20,4
AL022011,BRET,1317,30,1009,25,0,-5065,1,21,0,0,0,0,0,0,0,0,-76,1
AL022011,BRET,1318,25,1010,25,0,-4984,1,22,0,0,0,-5,1,0,0,0,81,1
AL022011,BRET,1319,25,1010,0,1,-5222,1,24,0,0,0,0,0,0,0,0,-238,2
AL032011,CINDY,1320,30,1010,35,1,-4922,1,0,0,0,0,0,0,0,0,0,0,0
AL032011,CINDY,1321,35,1008,40,1,-4831,1,21,120,0,0,5,-2,120,0,0,91,21
AL032011,CINDY,1322,40,1006,45,1,-5534,1,22,120,0,0,5,-2,0,0,0,-703,1
AL032011,CINDY,1323,45,1003,50,1,-5495,1,22,120,0,0,5,-3,0,0,0,39,0
AL032011,CINDY,1324,50,999,55,1,-5434,1,22,120,35,0,5,-4,0,35,0,61,0
AL032011,CINDY,1325,55,996,60,1,-5284,1,25,120,35,0,5,-3,0,0,0,150,3
AL032011,CINDY,1326,60,994,55,0,-4596,1,25,120,35,0,5,-2,0,0,0,688,0
AL032011,CINDY,1327,55,995,50,0,-4848,1,22,135,35,0,-5,1,15,0,0,-252,-3
AL032011,CINDY,1328,50,997,45,0,-4816,1,21,135,35,0,-5,2,0,0,0,32,-1
AL032011,CINDY,1329,45,999,40,0,-4305,1,22,135,0,0,-5,2,0,-35,0,511,1
AL032011,CINDY,1330,40,1001,40,0,-4339,1,26,130,0,0,-5,2,-5,0,0,-34,4
AL032011,CINDY,1331,40,1003,35,0,-4237,1,29,110,0,0,0,2,-20,0,0,102,3
AL032011,CINDY,1332,35,1005,0,0,-3323,1,32,110,0,0,-5,2,0,0,0,914,3
AL042011,DON,1333,30,1007,30,0,-1970,1,0,0,0,0,0,0,0,0,0,0,0
AL042011,DON,1334,30,1006,35,1,-980,1,5,0,0,0,0,-1,0,0,0,990,5
AL042011,DON,1335,35,1003,35,0,-40,1,5,40,0,0,5,-3,40,0,0,940,0
AL042011,DON,1336,35,1000,35,0,-42,1,7,40,0,0,0,-3,0,0,0,-2,2
AL042011,DON,1337,35,1000,40,1,-71,1,11,60,0,0,0,0,20,0,0,-29,4
AL042011,DON,1338,40,1001,40,0,-1757,1,12,60,0,0,5,1,0,0,0,-1686,1
AL042011,DON,1339,40,1004,45,1,-3701,1,12,60,0,0,0,3,0,0,0,-1944,0
AL042011,DON,1340,45,997,45,0,-3706,1,11,60,0,0,5,-7,0,0,0,-5,-1
AL042011,DON,1341,45,1000,45,0,-3615,1,11,60,0,0,0,3,0,0,0,91,0
AL042011,DON,1342,45,1002,45,0,-3254,1,12,60,0,0,0,2,0,0,0,361,1
AL042011,DON,1343,45,1004,35,0,-1528,1,12,60,0,0,0,2,0,0,0,1726,0
AL042011,DON,1344,35,1006,30,0,-53,1,13,60,0,0,-10,2,0,0,0,1475,1
AL042011,DON,1345,30,1007,25,0,0,0,12,0,0,0,-5,1,-60,0,0,53,-1
AL042011,DON,1346,25,1009,0,1,69,0,13,0,0,0,-5,2,0,0,0,69,1
AL052011,EMILY,1347,40,1007,40,0,-2438,1,0,75,0,0,0,0,0,0,0,0,0
AL052011,EMILY,1348,40,1007,40,0,-2661,1,10,75,0,0,0,0,0,0,0,-223,10
AL052011,EMILY,1349,40,1006,40,0,-694,1,11,75,0,0,0,-1,0,0,0,1967,1
AL052011,EMILY,1350,40,1005,45,1,-4001,1,11,75,0,0,0,-1,0,0,0,-3307,0
AL052011,EMILY,1351,45,1004,45,0,-4629,1,13,135,0,0,5,-1,60,0,0,-628,2
AL052011,EMILY,1352,45,1003,45,0,-4681,1,14,135,0,0,0,-1,0,0,0,-52,1
AL052011,EMILY,1353,45,1003,45,0,-4406,1,13,105,0,0,0,0,-30,0,0,275,-1
AL052011,EMILY,1354,45,1003,45,0,-4196,1,11,105,0,0,0,0,0,0,0,210,-2
AL052011,EMILY,1355,45,1003,45,0,-4097,1,3,100,0,0,0,0,-5,0,0,99,-8
AL052011,EMILY,1356,45,1004,45,0,-3252,1,5,100,0,0,0,1,0,0,0,845,2
AL052011,EMILY,1357,45,1006,30,0,-4277,1,9,100,0,0,0,2,0,0,0,-1025,4
AL052011,EMILY,1358,30,1009,25,0,-4250,1,12,0,0,0,-15,3,-100,0,0,27,3
AL052011,EMILY,1359,25,1010,25,0,-2270,1,14,0,0,0,-5,1,0,0,0,1980,2
AL052011,EMILY,1360,25,1011,25,0,-2445,1,13,0,0,0,0,1,0,0,0,-175,-1
AL052011,EMILY,1361,25,1011,25,0,76,0,14,0,0,0,0,0,0,0,0,2521,1
AL052011,EMILY,1362,25,1012,25,0,-1,0,15,0,0,0,0,1,0,0,0,-77,1
AL052011,EMILY,1363,25,1012,25,0,-5,0,12,0,0,0,0,0,0,0,0,-4,-3
AL052011,EMILY,1364,25,1012,25,0,5,0,10,0,0,0,0,0,0,0,0,10,-2
AL052011,EMILY,1365,25,1011,30,1,-13,0,10,0,0,0,0,-1,0,0,0,-18,0
AL052011,EMILY,1366,30,1011,35,1,-1327,1,8,0,0,0,5,0,0,0,0,-1314,-2
AL052011,EMILY,1367,35,1010,35,0,-255,1,8,60,0,0,5,-1,60,0,0,1072,0
AL052011,EMILY,1368,35,1009,30,0,-1043,1,13,60,0,0,0,-1,0,0,0,-788,5
AL052011,EMILY,1369,30,1009,30,0,-4848,1,15,0,0,0,-5,0,-60,0,0,-3805,2
AL052011,EMILY,1370,30,1009,0,0,-3600,1,17,0,0,0,0,0,0,0,0,1248,2
AL062011,FRANKLIN,1371,25,1011,30,1,-5122,1,0,0,0,0,0,0,0,0,0,0,0
AL062011,FRANKLIN,1372,30,1009,30,0,-5017,1,13,0,0,0,5,-2,0,0,0,105,13
AL062011,FRANKLIN,1373,30,1008,35,1,-5038,1,17,0,0,0,0,-1,0,0,0,-21,4
AL062011,FRANKLIN,1374,35,1006,40,1,-5438,1,18,60,0,0,5,-2,60,0,0,-400,1
AL062011,FRANKLIN,1375,40,1004,40,0,-5176,1,19,60,0,0,5,-2,0,0,0,262,1
AL062011,FRANKLIN,1376,40,1004,35,0,-5254,1,23,70,0,0,0,0,10,0,0,-78,4
AL062011,FRANKLIN,1377,35,1005,35,0,-5197,1,24,70,0,0,-5,1,0,0,0,57,1
AL062011,FRANKLIN,1378,35,1007,30,0,-4520,1,25,70,0,0,0,2,0,0,0,677,1
AL062011,FRANKLIN,1379,30,1009,30,0,-4319,1,22,0,0,0,-5,2,-70,0,0,201,-3
AL062011,FRANKLIN,1380,30,1010,30,0,-4637,1,19,0,0,0,0,1,0,0,0,-318,-3
AL062011,FRANKLIN,1381,30,1011,25,0,-5024,1,17,0,0,0,0,1,0,0,0,-387,-2
AL062011,FRANKLIN,1382,25,1013,25,0,-4620,1,15,0,0,0,-5,2,0,0,0,404,-2
AL062011,FRANKLIN,1383,25,1014,25,0,-3494,1,15,0,0,0,0,1,0,0,0,1126,0
AL062011,FRANKLIN,1384,25,1015,25,0,-3249,1,10,0,0,0,0,1,0,0,0,245,-5
AL062011,FRANKLIN,1385,25,1016,0,1,-3721,1,10,0,0,0,0,1,0,0,0,-472,0
AL072011,GERT,1386,30,1013,30,0,-5808,1,0,0,0,0,0,0,0,0,0,0,0
AL072011,GERT,1387,30,1012,30,0,-6404,1,14,0,0,0,0,-1,0,0,0,-596,14
AL072011,GERT,1388,30,1011,30,0,-5796,1,11,0,0,0,0,-1,0,0,0,608,-3
AL072011,GERT,1389,30,1011,35,1,-5982,1,8,0,0,0,0,0,0,0,0,-186,-3
AL072011,GERT,1390,35,1011,40,1,-5675,1,7,60,0,0,5,0,60,0,0,307,-1
AL072011,GERT,1391,40,1010,40,0,-5575,1,6,60,0,0,5,-1,0,0,0,100,-1
AL072011,GERT,1392,40,1009,45,1,-5354,1,7,60,0,0,0,-1,0,0,0,221,1
AL072011,GERT,1393,45,1006,50,1,-5116,1,8,60,0,0,5,-3,0,0,0,238,1
AL072011,GERT,1394,50,1003,55,1,-4917,1,10,90,15,0,5,-3,30,15,0,199,2
AL072011,GERT,1395,55,1000,50,0,-4699,1,10,105,15,0,5,-3,15,0,0,218,0
AL072011,GERT,1396,50,1003,45,0,-4821,1,13,105,15,0,-5,3,0,0,0,-122,3
AL072011,GERT,1397,45,1005,45,0,-4445,1,15,90,0,0,-5,2,-15,-15,0,376,2
AL072011,GERT,1398,45,1007,40,0,-4837,1,17,90,0,0,0,2,0,0,0,-392,2
AL072011,GERT,1399,40,1008,40,0,-5142,1,23,60,0,0,-5,1,-30,0,0,-305,6
AL072011,GERT,1400,40,1008,35,0,-5332,1,23,60,0,0,0,0,0,0,0,-190,0
AL072011,GERT,1401,35,1010,30,0,-5187,1,23,30,0,0,-5,2,-30,0,0,145,0
AL072011,GERT,1402,30,1012,30,0,-3907,1,23,0,0,0,-5,2,-30,0,0,1280,0
AL072011,GERT,1403,30,1014,30,0,-3121,1,23,0,0,0,0,2,0,0,0,786,0
AL072011,GERT,1404,30,1015,0,0,-4642,1,32,0,0,0,0,1,0,0,0,-1521,9
AL082011,HARVEY,1405,30,1006,30,0,-20,1,0,0,0,0,0,0,0,0,0,0,0
AL082011,HARVEY,1406,30,1005,35,1,-35,1,7,0,0,0,0,-1,0,0,0,-15,7
AL082011,HARVEY,1407,35,1003,40,1,-12,0,7,30,0,0,5,-2,30,0,0,23,0
AL082011,HARVEY,1408,40,1001,45,1,-11,0,6,35,0,0,5,-2,5,0,0,1,-1
AL082011,HARVEY,1409,45,995,50,1,-144,1,7,35,0,0,5,-6,0,0,0,-133,1
AL082011,HARVEY,1410,50,994,50,0,-1021,1,8,55,15,0,5,-1,20,15,0,-877,1
AL082011,HARVEY,1411,50,998,55,1,-3978,1,11,60,15,0,0,4,5,0,0,-2957,3
AL082011,HARVEY,1412,55,995,55,0,22,0,14,-1998,-1998,-1998,5,-3,-2058,-2013,-1998,4000,3
AL082011,HARVEY,1413,55,995,35,0,22,0,0,60,10,0,0,0,2058,2008,1998,0,-14
AL082011,HARVEY,1414,35,1003,30,0,217,0,12,30,0,0,-20,8,-30,-10,0,195,12
AL082011,HARVEY,1415,30,1005,30,0,54,0,11,0,0,0,-5,2,-30,0,0,-163,-1
AL082011,HARVEY,1416,30,1005,30,0,11,0,12,0,0,0,0,0,0,0,0,-43,1
AL082011,HARVEY,1417,30,1005,35,1,-34,1,13,0,0,0,0,0,0,0,0,-45,1
AL082011,HARVEY,1418,35,1005,35,0,-120,1,14,70,0,0,5,0,70,0,0,-86,1
AL082011,HARVEY,1419,35,1005,25,0,30,0,11,70,0,0,0,0,0,0,0,150,-3
AL082011,HARVEY,1420,25,1006,20,0,30,0,14,0,0,0,-10,1,-70,0,0,0,3
AL082011,HARVEY,1421,20,1007,0,1,946,0,10,0,0,0,-5,1,0,0,0,916,-4
AL092011,IRENE,1422,45,1006,45,0,-3899,1,0,105,0,0,0,0,0,0,0,0,0
AL092011,IRENE,1423,45,1006,45,0,-1717,1,18,130,0,0,0,0,25,0,0,2182,18
AL092011,IRENE,1424,45,1005,50,1,54,0,17,130,0,0,0,-1,0,0,0,1771,-1
AL092011,IRENE,1425,50,999,60,1,-262,1,15,130,30,0,5,-6,0,30,0,-316,-2
AL092011,IRENE,1426,60,993,60,0,-7,0,10,-1998,-1998,-1998,10,-6,-2128,-2028,-1998,255,-5
AL092011,IRENE,1427,60,993,60,0,-4429,1,23,160,30,0,0,0,2158,2028,1998,-4422,13
AL092011,IRENE,1428,60,990,65,1,5,0,8,-1998,-1998,-1998,0,-3,-2158,-2028,-1998,4434,-15
AL092011,IRENE,1429,65,990,70,1,127,0,14,190,60,25,5,0,2188,2058,2023,122,6
AL092011,IRENE,1430,70,989,75,1,-2981,1,12,220,60,25,5,-1,30,0,0,-3108,-2
AL092011,IRENE,1431,75,988,80,1,-5391,1,10,200,65,25,5,-1,-20,5,0,-2410,-2
AL092011,IRENE,1432,80,981,80,0,-2940,1,8,210,100,35,5,-7,10,35,10,2451,-2
AL092011,IRENE,1433,80,978,80,0,-730,1,9,270,130,65,0,-3,60,30,30,2210,1
AL092011,IRENE,1434,80,978,80,0,-3333,1,8,270,130,65,0,0,0,0,0,-2603,-1
AL092011,IRENE,1435,80,977,80,0,-740,1,6,270,130,65,0,-1,0,0,0,2593,-2
AL092011,IRENE,1436,80,969,95,1,-666,1,7,300,140,65,0,-8,30,10,0,74,1
AL092011,IRENE,1437,95,965,105,1,-3947,1,6,300,140,65,15,-4,0,0,0,-3281,-1
AL092011,IRENE,1438,105,957,100,0,-2499,1,9,300,140,80,10,-8,0,0,15,1448,3
AL092011,IRENE,1439,100,955,100,0,3,0,12,-1998,-1998,-1998,-5,-2,-2298,-2138,-2078,2502,3
AL092011,IRENE,1440,100,954,95,0,-4,0,12,330,150,85,0,-1,2328,2148,2083,-7,0
AL092011,IRENE,1441,95,952,95,0,-1964,1,10,330,170,110,-5,-2,0,20,25,-1960,-2
AL092011,IRENE,1442,95,950,90,0,-1800,1,9,330,150,110,0,-2,0,-20,0,164,-1
AL092011,IRENE,1443,90,950,90,0,13,0,13,-1998,-1998,-1998,-5,0,-2328,-2148,-2108,1813,4
AL092011,IRENE,1444,90,950,90,0,-1,0,15,360,170,110,0,0,2358,2168,2108,-14,2
AL092011,IRENE,1445,90,950,90,0,1,0,12,375,175,110,0,0,15,5,0,2,-3
AL092011,IRENE,1446,90,946,90,0,-1048,1,11,375,175,110,0,-4,0,0,0,-1049,-1
AL092011,IRENE,1447,90,942,85,0,-1047,1,10,380,200,130,0,-4,5,25,20,1,-1
AL092011,IRENE,1448,85,947,80,0,-866,1,12,380,200,130,-5,5,0,0,0,181,2
AL092011,IRENE,1449,80,950,75,0,-948,1,11,400,205,130,-5,3,20,5,0,-82,-1
AL092011,IRENE,1450,75,952,75,0,-952,1,10,365,215,120,-5,2,-35,10,-10,-4,-1
AL092011,IRENE,1451,75,952,75,0,-287,1,13,365,215,120,0,0,0,0,0,665,3
AL092011,IRENE,1452,75,952,65,0,0,0,13,375,215,120,0,0,10,0,0,287,0
AL092011,IRENE,1453,65,950,65,0,0,0,8,360,205,110,-10,-2,-15,-10,-10,0,-5
AL092011,IRENE,1454,65,951,65,0,-16,0,12,360,230,75,0,1,0,25,-35,-16,4
AL092011,IRENE,1455,65,958,60,0,-13,0,15,390,230,75,0,7,30,0,0,3,3
AL092011,IRENE,1456,60,959,55,0,0,0,23,390,230,0,-5,1,0,0,-75,13,8
AL092011,IRENE,1457,55,963,55,0,17,0,23,360,230,0,-5,4,-30,0,0,17,0
AL092011,IRENE,1458,55,965,50,0,9,0,18,360,230,0,0,2,0,0,0,-8,-5
AL092011,IRENE,1459,50,970,45,0,523,0,24,410,230,0,-5,5,50,0,0,514,6
AL092011,IRENE,1460,45,979,40,0,320,0,18,480,0,0,-5,9,70,-230,0,-203,-6
AL092011,IRENE,1461,40,983,40,0,354,0,29,720,0,0,-5,4,240,0,0,34,11
AL092011,IRENE,1462,40,985,40,0,0,0,32,660,0,0,0,2,-60,0,0,-354,3
AL092011,IRENE,1463,40,987,40,0,643,0,28,360,0,0,0,2,-300,0,0,643,-4
AL092011,IRENE,1464,40,991,0,0,157,0,28,270,0,0,0,4,-90,0,0,-486,0
AL102011,TEN,1465,30,1006,30,0,-5693,1,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,1466,30,1006,30,0,-5633,1,11,0,0,0,0,0,0,0,0,60,11
AL102011,TEN,1467,30,1008,30,0,-5632,1,11,0,0,0,0,2,0,0,0,1,0
AL102011,TEN,1468,30,1008,30,0,-5607,1,9,0,0,0,0,0,0,0,0,25,-2
AL102011,TEN,1469,30,1009,30,0,-5591,1,8,0,0,0,0,1,0,0,0,16,-1
AL102011,TEN,1470,30,1009,30,0,-6256,1,6,0,0,0,0,0,0,0,0,-665,-2
AL102011,TEN,1471,30,1009,30,0,-5586,1,4,0,0,0,0,0,0,0,0,670,-2
AL102011,TEN,1472,30,1009,25,0,-5511,1,5,0,0,0,0,0,0,0,0,75,1
AL102011,TEN,1473,25,1010,0,1,-5302,1,5,0,0,0,-5,1,0,0,0,209,0
AL112011,JOSE,1474,30,1016,30,0,-5540,1,0,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,1475,30,1014,30,0,-5913,1,10,0,0,0,0,-2,0,0,0,-373,10
AL112011,JOSE,1476,30,1013,30,0,-6184,1,9,0,0,0,0,-1,0,0,0,-271,-1
AL112011,JOSE,1477,30,1011,35,1,-5763,1,9,0,0,0,0,-2,0,0,0,421,0
AL112011,JOSE,1478,35,1008,35,0,-5346,1,9,15,0,0,5,-3,15,0,0,417,0
AL112011,JOSE,1479,35,1008,35,0,-5039,1,8,40,0,0,0,0,25,0,0,307,-1
AL112011,JOSE,1480,35,1008,40,1,-5035,1,9,35,0,0,0,0,-5,0,0,4,1
AL112011,JOSE,1481,40,1007,40,0,-4944,1,8,45,0,0,5,-1,10,0,0,91,-1
AL112011,JOSE,1482,40,1006,40,0,-4813,1,11,45,0,0,0,-1,0,0,0,131,3
AL112011,JOSE,1483,40,1006,40,0,-4849,1,14,45,0,0,0,0,0,0,0,-36,3
AL112011,JOSE,1484,40,1007,35,0,-5030,1,18,45,0,0,0,1,0,0,0,-181,4
AL112011,JOSE,1485,35,1009,30,0,-4982,1,20,35,0,0,-5,2,-10,0,0,48,2
AL112011,JOSE,1486,30,1012,0,0,-5022,1,23,0,0,0,-5,3,-35,0,0,-40,3
AL122011,KATIA,1487,20,1012,20,0,-3989,1,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,1488,20,1011,25,1,-4021,1,12,0,0,0,0,-1,0,0,0,-32,12
AL122011,KATIA,1489,25,1010,25,0,-4533,1,12,0,0,0,5,-1,0,0,0,-512,0
AL122011,KATIA,1490,25,1009,25,0,-4785,1,12,0,0,0,0,-1,0,0,0,-252,0
AL122011,KATIA,1491,25,1009,25,0,-5234,1,12,0,0,0,0,0,0,0,0,-449,0
AL122011,KATIA,1492,25,1009,30,1,-5382,1,13,0,0,0,0,0,0,0,0,-148,1
AL122011,KATIA,1493,30,1008,30,0,-5475,1,14,0,0,0,5,-1,0,0,0,-93,1
AL122011,KATIA,1494,30,1008,35,1,-5338,1,13,0,0,0,0,0,0,0,0,137,-1
AL122011,KATIA,1495,35,1006,40,1,-5932,1,14,30,0,0,5,-2,30,0,0,-594,1
AL122011,KATIA,1496,40,1004,45,1,-5680,1,15,30,0,0,5,-2,0,0,0,252,1
AL122011,KATIA,1497,45,1001,50,1,-5730,1,18,80,0,0,5,-3,50,0,0,-50,3
AL122011,KATIA,1498,50,997,50,0,-5755,1,17,100,20,0,5,-4,20,20,0,-25,-1
AL122011,KATIA,1499,50,997,55,1,-5839,1,18,110,20,0,0,0,10,0,0,-84,1
AL122011,KATIA,1500,55,994,55,0,-5607,1,18,120,25,0,5,-3,10,5,0,232,0
AL122011,KATIA,1501,55,994,60,1,-4874,1,17,140,45,0,0,0,20,20,0,733,-1
AL122011,KATIA,1502,60,990,65,1,-4398,1,17,175,60,0,5,-4,35,15,0,476,0
AL122011,KATIA,1503,65,988,65,0,-4213,1,16,190,90,20,5,-2,15,30,20,185,-1
AL122011,KATIA,1504,65,988,65,0,-2665,1,16,200,90,20,0,0,10,0,0,1548,0
AL122011,KATIA,1505,65,988,65,0,-2445,1,16,220,100,30,0,0,20,10,10,220,0
AL122011,KATIA,1506,65,988,65,0,-3983,1,15,230,100,30,0,0,10,0,0,-1538,-1
AL122011,KATIA,1507,65,988,65,0,-3214,1,15,240,130,30,0,0,10,30,0,769,0
AL122011,KATIA,1508,65,988,65,0,-4414,1,12,240,130,30,0,0,0,0,0,-1200,-3
AL122011,KATIA,1509,65,987,65,0,-5288,1,10,240,120,30,0,-1,0,-10,0,-874,-2
AL122011,KATIA,1510,65,987,65,0,-4738,1,10,240,120,30,0,0,0,0,0,550,0
AL122011,KATIA,1511,65,987,65,0,-4920,1,9,240,120,30,0,0,0,0,0,-182,-1
AL122011,KATIA,1512,65,987,65,0,-5480,1,8,240,120,30,0,0,0,0,0,-560,-1
AL122011,KATIA,1513,65,986,65,0,-4982,1,8,240,120,30,0,-1,0,0,0,498,0
AL122011,KATIA,1514,65,982,70,1,-5371,1,9,240,110,30,0,-4,0,-10,0,-389,1
AL122011,KATIA,1515,70,978,75,1,-5184,1,9,240,110,30,5,-4,0,0,0,187,0
AL122011,KATIA,1516,75,969,85,1,-4229,1,10,240,110,50,5,-9,0,0,20,955,1
AL122011,KATIA,1517,85,961,90,1,-5730,1,10,240,110,60,10,-8,0,0,10,-1501,0
AL122011,KATIA,1518,90,959,90,0,-5709,1,10,240,110,70,5,-2,0,0,10,21,0
AL122011,KATIA,1519,90,957,95,1,-5854,1,10,250,110,70,0,-2,10,0,0,-145,0
AL122011,KATIA,1520,95,954,100,1,-5902,1,10,250,120,80,5,-3,0,10,10,-48,0
AL122011,KATIA,1521,100,950,110,1,-5857,1,10,270,140,100,5,-4,20,20,20,45,0
AL122011,KATIA,1522,110,946,120,1,-5786,1,9,280,140,100,10,-4,10,0,0,71,-1
AL122011,KATIA,1523,120,942,115,0,-5653,1,9,290,140,100,10,-4,10,0,0,133,0
AL122011,KATIA,1524,115,946,105,0,-5297,1,9,290,140,100,-5,4,0,0,0,356,0
AL122011,KATIA,1525,105,954,95,0,-5106,1,8,290,160,105,-10,8,0,20,5,191,-1
AL122011,KATIA,1526,95,959,85,0,-5479,1,8,300,170,110,-10,5,10,10,5,-373,0
AL122011,KATIA,1527,85,964,85,0,-5205,1,7,300,180,110,-10,5,0,10,0,274,-1
AL122011,KATIA,1528,85,967,80,0,-5116,1,7,300,180,110,0,3,0,0,0,89,0
AL122011,KATIA,1529,80,969,80,0,-5255,1,9,310,190,110,-5,2,10,10,0,-139,2
AL122011,KATIA,1530,80,969,80,0,-5218,1,9,330,200,110,0,0,20,10,0,37,0
AL122011,KATIA,1531,80,968,80,0,-5402,1,10,350,210,120,0,-1,20,10,10,-184,1
AL122011,KATIA,1532,80,967,80,0,-5396,1,12,360,230,130,0,-1,10,20,10,6,2
AL122011,KATIA,1533,80,966,80,0,-5416,1,13,360,230,130,0,-1,0,0,0,-20,1
AL122011,KATIA,1534,80,965,80,0,-5370,1,13,380,220,120,0,-1,20,-10,-10,46,0
AL122011,KATIA,1535,80,964,75,0,-4819,1,15,380,220,110,0,-1,0,0,-10,551,2
AL122011,KATIA,1536,75,963,75,0,-4854,1,17,370,220,105,-5,-1,-10,0,-5,-35,2
AL122011,KATIA,1537,75,961,75,0,-4504,1,17,380,230,105,0,-2,10,10,0,350,0
AL122011,KATIA,1538,75,960,75,0,-4767,1,23,390,240,110,0,-1,10,10,5,-263,6
AL122011,KATIA,1539,75,958,75,0,-4842,1,33,420,250,110,0,-2,30,10,0,-75,10
AL122011,KATIA,1540,75,956,75,0,-4348,1,35,450,260,120,0,-2,30,10,10,494,2
AL122011,KATIA,1541,75,954,75,0,-74,1,42,470,270,120,0,-2,20,10,0,4274,7
AL122011,KATIA,1542,75,954,70,0,-4726,1,52,470,270,120,0,0,0,0,0,-4652,10
AL122011,KATIA,1543,70,957,70,0,-4438,1,48,470,270,120,-5,3,0,0,0,288,-4
AL122011,KATIA,1544,70,960,60,0,-3736,1,43,470,270,120,0,3,0,0,0,702,-5
AL122011,KATIA,1545,60,964,60,0,-4036,1,39,470,270,0,-10,4,0,0,-120,-300,-4
AL122011,KATIA,1546,60,966,60,0,-3734,1,34,470,270,0,0,2,0,0,0,302,-5
AL122011,KATIA,1547,60,968,60,0,-2247,1,34,470,270,0,0,2,0,0,0,1487,0
AL122011,KATIA,1548,60,970,60,0,-2634,1,30,470,270,0,0,2,0,0,0,-387,-4
AL122011,KATIA,1549,60,972,60,0,366,0,30,470,270,0,0,2,0,0,0,3000,0
AL122011,KATIA,1550,60,974,0,0,-136,1,39,470,270,0,0,2,0,0,0,-502,9
AL202011,UNNAMED,1551,25,1013,25,0,-4948,1,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,1552,25,1013,25,0,-4952,1,1,0,0,0,0,0,0,0,0,-4,1
AL202011,UNNAMED,1553,25,1011,30,1,-5007,1,2,0,0,0,0,-2,0,0,0,-55,1
AL202011,UNNAMED,1554,30,1008,40,1,-5111,1,1,0,0,0,5,-3,0,0,0,-104,-1
AL202011,UNNAMED,1555,40,1004,35,0,-5111,1,0,60,0,0,10,-4,60,0,0,0,-1
